row_id,player_id,name,photo,position,role,age,nation,height_cm,foot,club,club_id,competition,competition_id,competition_type,country,confederation,market_value_eur,matches,minutes,nineties,goals,assists,goal_contributions,yellow_cards,red_cards,goals_per90,assists_per90,goal_contributions_per90,shots,key_passes,xg,xa,shots_per90,key_passes_per90,xg_per90,xa_per90
tm359975_CLQ,tm359975,Yoav Gerafi,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,Goalkeeper,Goalkeeper,32,Israel,195,right,—,119,Champions League Qualifying,CLQ,Continental,International,europa,,2,103,1.1,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm409517_CLQ,tm409517,Yorbe Vertessen,https://img.a.transfermarkt.technology/portrait/header/409517-1754993819.png?lm=1,Forward,Centre-Forward,24,Belgium,174,right,Fußballclub Red Bull Salzburg,409,Champions League Qualifying,CLQ,Continental,International,europa,5000000.0,4,226,2.5,1,0,1,1,0,0.398,0.0,0.398,,,,,,,,
tm639414_CLQ,tm639414,Young-woo Seol,https://img.a.transfermarkt.technology/portrait/header/639414-1725631757.JPG?lm=1,Defender,Full-back,27,"Korea, South",180,right,Red Star Belgrade,159,Champions League Qualifying,CLQ,Continental,International,europa,,5,401,4.5,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm433049_CLQ,tm433049,Youssef En-Nesyri,https://img.a.transfermarkt.technology/portrait/header/433049-1765459421.png?lm=1,Forward,Centre-Forward,28,Morocco,188,left,Fenerbahce,36,Champions League Qualifying,CLQ,Continental,International,europa,20000000.0,4,354,3.9,1,1,2,0,0,0.254,0.254,0.508,,,,,,,,
tm467720_CLQ,tm467720,Youssoufa Moukoko,https://img.a.transfermarkt.technology/portrait/header/467720-1739972793.jpg?lm=1,Forward,Centre-Forward,21,Germany,179,left,FC Copenhagen,190,Champions League Qualifying,CLQ,Continental,International,europa,22000000.0,5,134,1.5,1,0,1,0,0,0.672,0.0,0.672,,,,,,,,
tm322873_CLQ,tm322873,İrfan Can Eğribayat,https://img.a.transfermarkt.technology/portrait/header/322873-1765457606.png?lm=1,Goalkeeper,Goalkeeper,27,Türkiye,193,right,Fenerbahce,36,Champions League Qualifying,CLQ,Continental,International,europa,1500000.0,3,270,3.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm568544_CLQ,tm568544,Ștefan Târnovanu,https://img.a.transfermarkt.technology/portrait/header/568544-1753789482.png?lm=1,Goalkeeper,Goalkeeper,25,Romania,197,right,FCSB,301,Champions League Qualifying,CLQ,Continental,International,europa,,4,360,4.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm105470_GBCS,tm105470,Alisson,https://img.a.transfermarkt.technology/portrait/header/105470-1780389358.jpg?lm=1,Goalkeeper,Goalkeeper,33,Brazil,193,right,Liverpool FC,31,Community Shield,GBCS,Other,England,europa,17000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm578539_GBCS,tm578539,Chris Richards,https://img.a.transfermarkt.technology/portrait/header/578539-1754244701.jpg?lm=1,Defender,Centre-Back,25,United States,189,right,Crystal Palace,873,Community Shield,GBCS,Other,England,europa,25000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm434675_GBCS,tm434675,Cody Gakpo,https://img.a.transfermarkt.technology/portrait/header/434675-1682690965.jpg?lm=1,Forward,Winger,26,Netherlands,193,right,Liverpool FC,31,Community Shield,GBCS,Other,England,europa,70000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm493003_GBCS,tm493003,Daniel Muñoz,https://img.a.transfermarkt.technology/portrait/header/493003-1718642628.jpg?lm=1,Defender,Full-back,29,Colombia,180,right,Crystal Palace,873,Community Shield,GBCS,Other,England,europa,27000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm258919_GBCS,tm258919,Dean Henderson,https://img.a.transfermarkt.technology/portrait/header/258919-1716297478.jpg?lm=1,Goalkeeper,Goalkeeper,28,England,188,right,Crystal Palace,873,Community Shield,GBCS,Other,England,europa,28000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm451276_GBCS,tm451276,Dominik Szoboszlai,https://img.a.transfermarkt.technology/portrait/header/451276-1758715234.jpg?lm=1,Midfielder,Attacking Midfield,25,Hungary,187,right,Liverpool FC,31,Community Shield,GBCS,Other,England,europa,85000000.0,1,90,1.0,0,1,1,0,0,0.0,1.0,1.0,,,,,,,,
tm479999_GBCS,tm479999,Eberechi Eze,https://img.a.transfermarkt.technology/portrait/header/479999-1761083931.jpg?lm=1,Midfielder,Attacking Midfield,27,England,178,right,Crystal Palace,873,Community Shield,GBCS,Other,England,europa,65000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm357119_GBCS,tm357119,Ibrahima Konaté,https://img.a.transfermarkt.technology/portrait/header/357119-1669190550.jpg?lm=1,Defender,Centre-Back,26,France,194,right,Liverpool FC,31,Community Shield,GBCS,Other,England,europa,45000000.0,1,90,1.0,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm410225_GBCS,tm410225,Ismaïla Sarr,https://img.a.transfermarkt.technology/portrait/header/410225-1765811669.jpg?lm=1,Forward,Winger,27,Senegal,185,right,Crystal Palace,873,Community Shield,GBCS,Other,England,europa,35000000.0,1,90,1.0,1,1,2,0,0,1.0,1.0,2.0,,,,,,,,
tm420002_GBCS,tm420002,Jean-Philippe Mateta,https://img.a.transfermarkt.technology/portrait/header/420002-1723202650.jpg?lm=1,Forward,Centre-Forward,28,France,192,right,Crystal Palace,873,Community Shield,GBCS,Other,England,europa,40000000.0,1,90,1.0,1,0,1,0,0,1.0,0.0,1.0,,,,,,,,
tm484547_GBCS,tm484547,Jeremie Frimpong,https://img.a.transfermarkt.technology/portrait/header/484547-1689710682.jpg?lm=1,Defender,Full-back,25,Netherlands,172,right,Liverpool FC,31,Community Shield,GBCS,Other,England,europa,38000000.0,1,90,1.0,1,0,1,0,0,1.0,0.0,1.0,,,,,,,,
tm392757_GBCS,tm392757,Marc Guéhi,https://img.a.transfermarkt.technology/portrait/header/392757-1683030598.jpg?lm=1,Defender,Centre-Back,25,England,182,right,Crystal Palace,873,Community Shield,GBCS,Other,England,europa,55000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm434224_GBCS,tm434224,Maxence Lacroix,https://img.a.transfermarkt.technology/portrait/header/434224-1657202248.jpg?lm=1,Defender,Centre-Back,25,France,190,right,Crystal Palace,873,Community Shield,GBCS,Other,England,europa,35000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm148455_GBCS,tm148455,Mohamed Salah,https://img.a.transfermarkt.technology/portrait/header/148455-1727337594.jpg?lm=1,Forward,Winger,33,Egypt,175,left,Liverpool FC,31,Community Shield,GBCS,Other,England,europa,30000000.0,1,90,1.0,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm139208_GBCS,tm139208,Virgil van Dijk,https://img.a.transfermarkt.technology/portrait/header/139208-1702049837.jpg?lm=1,Defender,Centre-Back,34,Netherlands,195,right,Liverpool FC,31,Community Shield,GBCS,Other,England,europa,18000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm963314_ECLQ,tm963314,Abdihakim Ali,https://img.a.transfermarkt.technology/portrait/header/963314-1718958055.jpg?lm=1,Midfielder,Central Midfield,23,Sweden,178,,Allmänna Idrottsklubben,272,Conference League Qualifying,ECLQ,Other,International,europa,,3,101,1.1,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm991487_ECLQ,tm991487,Abdoul Ouattara,https://img.a.transfermarkt.technology/portrait/header/991487-1732487466.png?lm=1,Defender,Full-back,20,Cote d'Ivoire,180,,RC Strasbourg Alsace,667,Conference League Qualifying,ECLQ,Other,International,europa,9000000.0,2,108,1.2,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm343272_ECLQ,tm343272,Abdoulaye Cissé,https://img.a.transfermarkt.technology/portrait/header/343272-1779132863.png?lm=1,Midfielder,Defensive Midfield,29,Guinea,181,right,FK Novi Pazar,4633,Conference League Qualifying,ECLQ,Other,International,europa,,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm265383_ECLQ,tm265383,Abdoulaye Seck,https://img.a.transfermarkt.technology/portrait/header/265383-1616852043.jpg?lm=1,Defender,Centre-Back,33,Senegal,192,right,—,1064,Conference League Qualifying,ECLQ,Other,International,europa,1500000.0,4,360,4.0,1,0,1,1,0,0.25,0.0,0.25,,,,,,,,
tm693906_ECLQ,tm693906,Abdoulie Sanyang,https://img.a.transfermarkt.technology/portrait/header/693906-1767281494.jpg?lm=1,Forward,Winger,26,The Gambia,173,left,HNK Hajduk Split,447,Conference League Qualifying,ECLQ,Other,International,europa,1000000.0,2,109,1.2,1,0,1,0,0,0.826,0.0,0.826,,,,,,,,
tm654118_ECLQ,tm654118,Abdulakh Khaybulayev,https://img.a.transfermarkt.technology/portrait/header/654118-1745500342.png?lm=1,Midfielder,Central Midfield,24,Azerbaijan,178,both,—,63993,Conference League Qualifying,ECLQ,Other,International,europa,,4,115,1.3,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm422377_ECLQ,tm422377,Aboubakary Koita,https://img.a.transfermarkt.technology/portrait/header/422377-1754429556.png?lm=1,Forward,Winger,27,Mauritania,175,right,Athlitiki Enosi Konstantinoupoleos,2441,Conference League Qualifying,ECLQ,Other,International,europa,4500000.0,6,368,4.1,1,0,1,1,0,0.245,0.0,0.245,,,,,,,,
tm657575_ECLQ,tm657575,Abubakr Barry,https://img.a.transfermarkt.technology/portrait/header/657575-1726049784.jpg?lm=1,Midfielder,Central Midfield,25,The Gambia,190,right,Austria Vienna,14,Conference League Qualifying,ECLQ,Other,International,europa,,4,312,3.5,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm225676_ECLQ,tm225676,Adam Lundkvist,https://img.a.transfermarkt.technology/portrait/header/225676-1678036587.jpg?lm=1,Defender,Full-back,31,Sweden,175,left,BK Häcken,1109,Conference League Qualifying,ECLQ,Other,International,europa,,2,164,1.8,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm592878_ECLQ,tm592878,Adam Markhiev,https://img.a.transfermarkt.technology/portrait/header/592878-1758197541.jpg?lm=1,Midfielder,Defensive Midfield,23,Finland,183,right,—,10586,Conference League Qualifying,ECLQ,Other,International,europa,,3,219,2.4,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm929887_ECLQ,tm929887,Adam Sevinsky,https://img.a.transfermarkt.technology/portrait/header/929887-1777365507.jpg?lm=1,Defender,Centre-Back,21,Czech Republic,187,,AC Sparta Prague,197,Conference League Qualifying,ECLQ,Other,International,europa,,3,227,2.5,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm744149_ECLQ,tm744149,Adam Wharton,https://img.a.transfermarkt.technology/portrait/header/744149-1716297290.jpg?lm=1,Midfielder,Defensive Midfield,21,England,182,left,Crystal Palace,873,Conference League Qualifying,ECLQ,Other,International,europa,60000000.0,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm69374_ECLQ,tm69374,Adem Ljajic,https://img.a.transfermarkt.technology/portrait/header/69374-1759081715.jpg?lm=1,Midfielder,Attacking Midfield,34,Serbia,182,right,FK Novi Pazar,4633,Conference League Qualifying,ECLQ,Other,International,europa,400000.0,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm965996_ECLQ,tm965996,Adi Yona,https://img.a.transfermarkt.technology/portrait/header/965996-1769109166.jpg?lm=1,Midfielder,Attacking Midfield,21,Israel,17,,—,3793,Conference League Qualifying,ECLQ,Other,International,europa,,4,147,1.6,0,1,1,0,0,0.0,0.612,0.612,,,,,,,,
tm507310_ECLQ,tm507310,Adrian Pereira,https://img.a.transfermarkt.technology/portrait/header/507310-1613847004.jpg?lm=1,Defender,Full-back,26,Norway,185,left,Rosenborg Ballklub,195,Conference League Qualifying,ECLQ,Other,International,europa,700000.0,6,455,5.1,0,2,2,0,0,0.0,0.396,0.396,,,,,,,,
tm364896_ECLQ,tm364896,Adriano Bertaccini,https://img.a.transfermarkt.technology/portrait/header/364896-1713353059.png?lm=1,Forward,Centre-Forward,25,Belgium,173,right,RSC Anderlecht,58,Conference League Qualifying,ECLQ,Other,International,europa,6000000.0,4,110,1.2,0,2,2,0,0,0.0,1.636,1.636,,,,,,,,
tm626301_ECLQ,tm626301,Adrion Pajaziti,https://img.a.transfermarkt.technology/portrait/header/626301-1767281196.jpg?lm=1,Midfielder,Defensive Midfield,23,Albania,180,left,HNK Hajduk Split,447,Conference League Qualifying,ECLQ,Other,International,europa,200000.0,4,346,3.8,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm410649_ECLQ,tm410649,Afimico Pululu,https://img.a.transfermarkt.technology/portrait/header/410649-1760515400.JPG?lm=1,Forward,Centre-Forward,26,DR Congo,175,left,Jagiellonia Bialystok,2300,Conference League Qualifying,ECLQ,Other,International,europa,700000.0,5,334,3.7,4,0,4,3,0,1.078,0.0,1.078,,,,,,,,
tm1245543_ECLQ,tm1245543,Ahmed Hadzimujovic,https://img.a.transfermarkt.technology/portrait/header/1245543-1757139968.jpg?lm=1,Defender,Centre-Back,18,Serbia,190,right,FK Novi Pazar,4633,Conference League Qualifying,ECLQ,Other,International,europa,,2,168,1.9,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm585068_ECLQ,tm585068,Aiham Ousou,https://img.a.transfermarkt.technology/portrait/header/585068-1697831156.png?lm=1,Defender,Centre-Back,25,Syria,186,right,Royal Charleroi Sporting Club,172,Conference League Qualifying,ECLQ,Other,International,europa,3000000.0,2,210,2.3,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm511801_ECLQ,tm511801,Alban Ajdini,https://img.a.transfermarkt.technology/portrait/header/511801-1699714067.jpg?lm=1,Forward,Winger,26,Kosovo,180,right,Football Club Lausanne-Sport,527,Conference League Qualifying,ECLQ,Other,International,europa,,6,172,1.9,2,0,2,0,0,1.047,0.0,1.047,,,,,,,,
tm305947_ECLQ,tm305947,Albert Gudmundsson,https://img.a.transfermarkt.technology/portrait/header/305947-1705389252.jpg?lm=1,Forward,Second Striker,28,Iceland,177,right,ACF Fiorentina,430,Conference League Qualifying,ECLQ,Other,International,europa,30000000.0,2,115,1.3,1,0,1,0,0,0.783,0.0,0.783,,,,,,,,
tm1005012_ECLQ,tm1005012,Alberto Riccardi,https://img.a.transfermarkt.technology/portrait/header/1005012-1757426761.jpg?lm=1,Defender,Full-back,19,San Marino,,,—,24349,Conference League Qualifying,ECLQ,Other,International,europa,,2,176,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm903706_ECLQ,tm903706,Albion Rrahmani,https://img.a.transfermarkt.technology/portrait/header/903706-1721802675.png?lm=1,Forward,Centre-Forward,25,Kosovo,188,both,AC Sparta Prague,197,Conference League Qualifying,ECLQ,Other,International,europa,,6,249,2.8,3,0,3,2,0,1.084,0.0,1.084,,,,,,,,
tm530038_ECLQ,tm530038,Aleksa Latkovic,https://img.a.transfermarkt.technology/portrait/header/530038-1736611493.png?lm=1,Midfielder,Attacking Midfield,25,Montenegro,,,NK Varazdin,599,Conference League Qualifying,ECLQ,Other,International,europa,,2,109,1.2,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm59032_ECLQ,tm59032,Aleksandar Dragovic,https://img.a.transfermarkt.technology/portrait/header/59032-1694784685.jpg?lm=1,Defender,Centre-Back,34,Austria,186,right,Austria Vienna,14,Conference League Qualifying,ECLQ,Other,International,europa,4500000.0,3,226,2.5,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm362336_ECLQ,tm362336,Aleksandr Marochkin,https://img.a.transfermarkt.technology/portrait/header/362336-1779132930.png?lm=1,Defender,Centre-Back,35,Kazakhstan,191,right,—,22220,Conference League Qualifying,ECLQ,Other,International,europa,,2,98,1.1,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm900470_ECLQ,tm900470,Aleksandre Narimanidze,https://img.a.transfermarkt.technology/portrait/header/900470-1768928630.png?lm=1,Defender,Centre-Back,20,Georgia,191,left,—,1443,Conference League Qualifying,ECLQ,Other,International,europa,,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm140470_ECLQ,tm140470,Aleksey Gavrilovich,https://img.a.transfermarkt.technology/portrait/header/140470-1778913045.png?lm=1,Defender,Centre-Back,35,Belarus,184,right,—,1180,Conference League Qualifying,ECLQ,Other,International,europa,,2,165,1.8,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm228750_ECLQ,tm228750,Alessandro Golinucci,https://img.a.transfermarkt.technology/portrait/header/228750-1675424731.jpg?lm=1,Midfielder,Central Midfield,31,San Marino,171,right,—,10613,Conference League Qualifying,ECLQ,Other,International,europa,,4,292,3.2,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm289061_ECLQ,tm289061,Alessandro Murgia,https://img.a.transfermarkt.technology/portrait/header/289061-1695106514.png?lm=1,Midfielder,Central Midfield,29,Italy,185,right,FC Universitatea Cluj,6429,Conference League Qualifying,ECLQ,Other,International,europa,450000.0,2,93,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm118397_ECLQ,tm118397,Alessandro Schöpf,https://img.a.transfermarkt.technology/portrait/header/118397-1753455659.png?lm=1,Midfielder,Central Midfield,31,Austria,178,right,Wolfsberger AC,4441,Conference League Qualifying,ECLQ,Other,International,europa,1800000.0,2,210,2.3,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm158873_ECLQ,tm158873,Alex Ruiz,https://img.a.transfermarkt.technology/portrait/header/158873-1591174883.png?lm=1,Goalkeeper,Goalkeeper,34,Andorra,187,right,—,10854,Conference League Qualifying,ECLQ,Other,International,europa,,4,360,4.0,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm427446_ECLQ,tm427446,Alex Tamm,https://img.a.transfermarkt.technology/portrait/header/427446-1755928357.jpg?lm=1,Forward,Centre-Forward,24,Estonia,190,right,—,4772,Conference League Qualifying,ECLQ,Other,International,europa,,5,296,3.3,0,1,1,0,0,0.0,0.304,0.304,,,,,,,,
tm799986_ECLQ,tm799986,Alexander Busch,https://img.a.transfermarkt.technology/portrait/header/799986-1687342546.jpg?lm=1,Defender,Centre-Back,22,Denmark,190,right,Silkeborg IF,1177,Conference League Qualifying,ECLQ,Other,International,europa,1200000.0,3,193,2.1,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm491026_ECLQ,tm491026,Alexander Satariano,https://img.a.transfermarkt.technology/portrait/header/491026-1759504001.jpg?lm=1,Forward,Centre-Forward,24,Malta,184,both,—,10262,Conference League Qualifying,ECLQ,Other,International,europa,,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm479643_ECLQ,tm479643,Alexandre Penetra,https://img.a.transfermarkt.technology/portrait/header/479643-1753351033.jpg?lm=1,Defender,Centre-Back,24,Portugal,186,right,AZ Alkmaar,1090,Conference League Qualifying,ECLQ,Other,International,europa,9000000.0,6,462,5.1,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm64126_ECLQ,tm64126,Alexandru Chipciu,https://img.a.transfermarkt.technology/portrait/header/64126-1732108770.png?lm=1,Defender,Full-back,36,Romania,176,right,FC Universitatea Cluj,6429,Conference League Qualifying,ECLQ,Other,International,europa,550000.0,2,210,2.3,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm295810_ECLQ,tm295810,Alexandru Cicâldău,https://img.a.transfermarkt.technology/portrait/header/295810-1753430403.png?lm=1,Midfielder,Attacking Midfield,28,Romania,178,right,Universitatea Craiova,40812,Conference League Qualifying,ECLQ,Other,International,europa,3000000.0,6,411,4.6,3,0,3,1,0,0.657,0.0,0.657,,,,,,,,
tm346898_ECLQ,tm346898,Alexis Antunes,https://img.a.transfermarkt.technology/portrait/header/346898-1773996404.png?lm=1,Midfielder,Attacking Midfield,25,Switzerland,181,right,Servette FC,61,Conference League Qualifying,ECLQ,Other,International,europa,,2,128,1.4,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm311044_ECLQ,tm311044,Alfonso Espino,https://img.a.transfermarkt.technology/portrait/header/311044-1635328827.jpg?lm=1,Defender,Full-back,33,Uruguay,172,left,Rayo Vallecano,367,Conference League Qualifying,ECLQ,Other,International,europa,1000000.0,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm920585_ECLQ,tm920585,Ali Maamar,https://img.a.transfermarkt.technology/portrait/header/920585-1691997804.jpg?lm=1,Defender,Full-back,20,Morocco,182,right,RSC Anderlecht,58,Conference League Qualifying,ECLQ,Other,International,europa,2000000.0,2,158,1.8,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm1083070_ECLQ,tm1083070,Alisson,https://img.a.transfermarkt.technology/portrait/header/1083070-1741617223.png?lm=1,Forward,Winger,20,Brazil,183,left,FC Shakhtar Donetsk,660,Conference League Qualifying,ECLQ,Other,International,europa,9000000.0,2,145,1.6,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm393436_ECLQ,tm393436,Aly Abeid,https://img.a.transfermarkt.technology/portrait/header/393436-1732179230.png?lm=1,Defender,Full-back,28,Mauritania,174,left,CFR Cluj,7769,Conference League Qualifying,ECLQ,Other,International,europa,300000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm877135_ECLQ,tm877135,Amantur Shamurzaev,https://img.a.transfermarkt.technology/portrait/header/877135-1747274265.png?lm=1,Defender,Centre-Back,25,Kyrgyzstan,180,left,—,14178,Conference League Qualifying,ECLQ,Other,International,europa,,6,530,5.9,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm966005_ECLQ,tm966005,Amir Ganah,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,Forward,Winger,21,Israel,,right,—,2976,Conference League Qualifying,ECLQ,Other,International,europa,,2,100,1.1,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm448169_ECLQ,tm448169,Amir Saipi,https://img.a.transfermarkt.technology/portrait/header/448169-1755174690.jpg?lm=1,Goalkeeper,Goalkeeper,25,Kosovo,194,right,FC Lugano,2790,Conference League Qualifying,ECLQ,Other,International,europa,,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm208880_ECLQ,tm208880,Amor Layouni,https://img.a.transfermarkt.technology/portrait/header/208880-1568487697.jpg?lm=1,Forward,Winger,33,Tunisia,191,left,BK Häcken,1109,Conference League Qualifying,ECLQ,Other,International,europa,,2,178,2.0,0,5,5,0,0,0.0,2.528,2.528,,,,,,,,
tm570743_ECLQ,tm570743,Anatoliy Nuriyev,https://img.a.transfermarkt.technology/portrait/header/570743-1745500209.png?lm=1,Midfielder,Attacking Midfield,29,Azerbaijan,182,right,—,63993,Conference League Qualifying,ECLQ,Other,International,europa,600000.0,3,141,1.6,0,1,1,0,0,0.0,0.638,0.638,,,,,,,,
tm422947_ECLQ,tm422947,Anders Bærtelsen,https://img.a.transfermarkt.technology/portrait/header/422947-1711577753.jpg?lm=1,Defender,Centre-Back,25,Denmark,190,right,Viking Fotballklubb,239,Conference League Qualifying,ECLQ,Other,International,europa,400000.0,4,298,3.3,1,0,1,1,0,0.302,0.0,0.302,,,,,,,,
tm152093_ECLQ,tm152093,Anderson Correia,https://img.a.transfermarkt.technology/portrait/header/152093-1762899732.png?lm=1,Defender,Full-back,34,Cyprus,177,left,—,10586,Conference League Qualifying,ECLQ,Other,International,europa,600000.0,4,317,3.5,0,1,1,0,0,0.0,0.284,0.284,,,,,,,,
tm345746_ECLQ,tm345746,Andreas Poulsen,https://img.a.transfermarkt.technology/portrait/header/345746-1582622190.jpeg?lm=1,Defender,Full-back,26,Denmark,188,left,Silkeborg IF,1177,Conference League Qualifying,ECLQ,Other,International,europa,850000.0,2,141,1.6,0,1,1,0,0,0.0,0.638,0.638,,,,,,,,
tm241254_ECLQ,tm241254,Andrei Artean,https://img.a.transfermarkt.technology/portrait/header/241254-1732178268.png?lm=1,Midfielder,Defensive Midfield,32,Romania,183,right,FC Universitatea Cluj,6429,Conference League Qualifying,ECLQ,Other,International,europa,,2,210,2.3,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm435712_ECLQ,tm435712,Andrei Cordea,https://img.a.transfermarkt.technology/portrait/header/435712-1769412081.png?lm=1,Forward,Winger,26,Romania,180,left,CFR Cluj,7769,Conference League Qualifying,ECLQ,Other,International,europa,,2,125,1.4,1,0,1,1,0,0.72,0.0,0.72,,,,,,,,
tm424302_ECLQ,tm424302,Andrei Vlad,https://img.a.transfermarkt.technology/portrait/header/424302-1732266389.png?lm=1,Goalkeeper,Goalkeeper,26,Romania,189,right,—,10157,Conference League Qualifying,ECLQ,Other,International,europa,,2,180,2.0,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm724662_ECLQ,tm724662,Andrej Bajovic,https://img.a.transfermarkt.technology/portrait/header/724662-1755310832.jpg?lm=1,Midfielder,Central Midfield,22,Montenegro,185,right,—,11065,Conference League Qualifying,ECLQ,Other,International,europa,,4,328,3.6,1,0,1,0,0,0.274,0.0,0.274,,,,,,,,
tm987672_ECLQ,tm987672,Andrej Kostić,https://img.a.transfermarkt.technology/portrait/header/987672-1755309181.jpg?lm=1,Forward,Centre-Forward,18,Montenegro,188,right,FK Partizan Belgrade,669,Conference League Qualifying,ECLQ,Other,International,europa,,4,99,1.1,1,0,1,0,0,0.909,0.0,0.909,,,,,,,,
tm621993_ECLQ,tm621993,Andrew Omobamidele,https://img.a.transfermarkt.technology/portrait/header/621993-1750770741.png?lm=1,Defender,Centre-Back,23,Ireland,188,right,RC Strasbourg Alsace,667,Conference League Qualifying,ECLQ,Other,International,europa,7000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm614194_ECLQ,tm614194,Andrija Radulovic,https://img.a.transfermarkt.technology/portrait/header/614194-1631116196.jpg?lm=1,Forward,Winger,23,Montenegro,175,left,Rapid Vienna,170,Conference League Qualifying,ECLQ,Other,International,europa,,6,332,3.7,1,2,3,2,0,0.271,0.542,0.813,,,,,,,,
tm511883_ECLQ,tm511883,Andronikos Kakoullis,https://img.a.transfermarkt.technology/portrait/header/511883-1762900196.png?lm=1,Forward,Centre-Forward,24,Cyprus,180,right,—,10586,Conference League Qualifying,ECLQ,Other,International,europa,,4,174,1.9,2,1,3,0,0,1.034,0.517,1.552,,,,,,,,
tm548993_ECLQ,tm548993,André Gonçalves,https://img.a.transfermarkt.technology/portrait/header/548993-1572257781.jpg?lm=1,Forward,Winger,22,Portugal,178,right,FK Polissya Zhytomyr,53646,Conference League Qualifying,ECLQ,Other,International,europa,400000.0,5,121,1.3,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm847257_ECLQ,tm847257,Ange Ahoussou,https://img.a.transfermarkt.technology/portrait/header/847257-1669379693.png?lm=1,Defender,Centre-Back,22,Cote d'Ivoire,194,left,Rapid Vienna,170,Conference League Qualifying,ECLQ,Other,International,europa,,3,181,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm450241_ECLQ,tm450241,Angelo Preciado,https://img.a.transfermarkt.technology/portrait/header/450241-1626766727.jpg?lm=1,Defender,Full-back,27,Ecuador,174,right,AC Sparta Prague,197,Conference League Qualifying,ECLQ,Other,International,europa,5000000.0,5,337,3.7,0,3,3,0,0,0.0,0.801,0.801,,,,,,,,
